id,state,gender,median_home_val,hvp1,pobc1,pobc2,avggift,target_d,median_household_income,ic2,ic3,ic4,ic5,ic2_,quantile_ic3
38632,FL,Female,860.0,0,24,31,13,38.0,458,453.0,495,505.0,19217.0,Moderate,"(479.75, 1311.0]"
578,CA,Female,1821.0,21,7,39,7,10.0,454,466.0,486,505.0,17008.0,Moderate,"(479.75, 1311.0]"
186980,TX,Male,1076.0,2,1,79,14,50.0,490,503.0,550,578.0,19138.0,Moderate,"(479.75, 1311.0]"
172475,CA,Female,1231.0,13,2,67,12,16.0,323,398.0,367,412.0,14716.0,Moderate,"(365.0, 479.75]"
33526,FL,Female,440.0,1,1,68,8,5.0,185,231.0,253,299.0,9983.0,Low,"(-0.001, 287.0]"
69465,MI,Male,1572.0,31,3,79,10,20.0,566,587.0,623,684.0,23133.0,Moderate,"(479.75, 1311.0]"
190391,NC,Male,347.0,2,1,75,14,16.0,166,202.0,204,233.0,8507.0,Low,"(-0.001, 287.0]"
26378,GA,Female,1153.0,8,6,41,50,100.0,562,583.0,609,629.0,22327.0,Moderate,"(479.75, 1311.0]"
12998,WA,Female,2075.0,53,7,46,5,6.0,723,743.0,823,845.0,29233.0,Moderate,"(479.75, 1311.0]"
128035,TX,Female,360.0,0,1,85,11,21.0,167,235.0,219,269.0,8048.0,Low,"(-0.001, 287.0]"
16756,NC,Male,542.0,1,2,74,15,15.0,211,245.0,269,361.0,19216.0,Low,"(-0.001, 287.0]"
142313,NV,Female,948.0,3,9,19,3,1.0,325,353.0,367,398.0,15038.0,Low,"(365.0, 479.75]"
132903,WY,Female,483.0,2,0,61,15,21.0,180,206.0,207,223.0,7610.0,Low,"(-0.001, 287.0]"
153957,CA,Female,1488.0,5,34,36,9,5.0,406,400.0,402,407.0,10419.0,Moderate,"(365.0, 479.75]"
61808,IN,Male,809.0,1,5,70,20,25.0,385,482.0,413,511.0,14699.0,Moderate,"(365.0, 479.75]"
143707,CA,Male,2083.0,53,72,20,3,4.0,198,186.0,220,211.0,6972.0,Low,"(-0.001, 287.0]"
122001,TX,Male,597.0,0,25,38,13,30.0,425,448.0,475,488.0,17264.0,Moderate,"(365.0, 479.75]"
180786,WA,Male,1271.0,22,6,53,9,18.0,324,351.0,393,417.0,17340.0,Low,"(365.0, 479.75]"
96031,IL,Male,440.0,0,1,88,6,5.0,286,331.0,323,375.0,12840.0,Low,"(287.0, 365.0]"
60477,IN,Male,614.0,0,2,76,15,20.0,289,317.0,335,385.0,16415.0,Low,"(287.0, 365.0]"
144310,CA,Male,2424.0,75,32,47,14,6.0,426,446.0,483,542.0,19561.0,Moderate,"(479.75, 1311.0]"
2170,MI,Female,923.0,3,3,79,7,7.0,299,364.0,353,409.0,15965.0,Low,"(287.0, 365.0]"
7846,TX,Male,577.0,0,18,62,7,10.0,425,437.0,437,454.0,12951.0,Moderate,"(365.0, 479.75]"
71904,MI,Male,347.0,0,0,74,4,7.0,245,310.0,286,328.0,12777.0,Low,"(-0.001, 287.0]"
2512,NC,Male,1250.0,8,3,33,25,25.0,319,411.0,429,540.0,25660.0,Moderate,"(365.0, 479.75]"
71682,MI,Male,770.0,0,3,88,10,20.0,417,426.0,450,454.0,14053.0,Moderate,"(365.0, 479.75]"
142552,CA,Male,1943.0,45,3,48,13,5.0,426,444.0,439,523.0,16702.0,Moderate,"(365.0, 479.75]"
109429,LA,U,589.0,0,0,65,16,20.0,378,384.0,410,422.0,15300.0,Moderate,"(365.0, 479.75]"
57332,KY,Male,687.0,0,1,75,6,6.0,368,407.0,375,419.0,14581.0,Moderate,"(365.0, 479.75]"
190778,NC,Male,875.0,10,2,50,7,20.0,280,317.0,343,381.0,15917.0,Low,"(287.0, 365.0]"
128235,TX,Male,864.0,0,2,67,8,8.0,388,480.0,402,511.0,17015.0,Moderate,"(365.0, 479.75]"
175113,OR,Female,701.0,0,5,45,25,25.0,307,352.0,353,400.0,13820.0,Low,"(287.0, 365.0]"
66757,MI,Female,664.0,0,0,63,3,4.0,315,308.0,336,332.0,11283.0,Low,"(287.0, 365.0]"
154150,CA,Male,755.0,3,53,40,11,14.0,218,232.0,282,290.0,8572.0,Low,"(-0.001, 287.0]"
55392,MS,Male,423.0,0,1,80,5,6.0,212,262.0,251,287.0,9065.0,Low,"(-0.001, 287.0]"
162234,CA,Male,5540.0,99,14,49,21,26.0,757,815.0,814,857.0,31488.0,High,"(479.75, 1311.0]"
8880,CA,Female,2596.0,91,15,48,24,25.0,515,518.0,584,588.0,20539.0,Moderate,"(479.75, 1311.0]"
6643,CA,Male,3199.0,94,9,56,14,16.0,490,537.0,595,641.0,27239.0,Moderate,"(479.75, 1311.0]"
170827,CA,Female,1257.0,3,6,61,6,17.0,356,358.0,427,445.0,17145.0,Low,"(365.0, 479.75]"
105459,KS,Female,205.0,0,1,78,5,5.0,189,221.0,217,255.0,8737.0,Low,"(-0.001, 287.0]"
26289,GA,Female,1173.0,4,2,60,8,10.0,503,625.0,562,660.0,21302.0,Moderate,"(479.75, 1311.0]"
67315,MI,Female,862.0,0,6,81,20,27.0,476,519.0,478,511.0,16332.0,Moderate,"(365.0, 479.75]"
75910,IA,Female,339.0,0,1,56,5,10.0,254,271.0,293,321.0,9822.0,Low,"(287.0, 365.0]"
103527,MO,Male,392.0,0,0,79,4,4.0,218,239.0,265,300.0,10421.0,Low,"(-0.001, 287.0]"
16247,NC,Female,576.0,0,1,84,8,10.0,289,308.0,304,323.0,10642.0,Low,"(287.0, 365.0]"
166770,CA,Female,2419.0,61,6,59,9,5.0,364,409.0,470,533.0,23128.0,Moderate,"(365.0, 479.75]"
82580,MN,Female,575.0,0,13,62,4,5.0,209,212.0,247,265.0,8620.0,Low,"(-0.001, 287.0]"
34883,FL,Male,709.0,1,3,15,7,5.0,220,254.0,264,296.0,12538.0,Low,"(-0.001, 287.0]"
57647,KY,Male,724.0,2,1,67,17,20.0,322,380.0,363,393.0,11652.0,Moderate,"(287.0, 365.0]"
82995,MN,Male,719.0,0,0,87,4,5.0,365,561.0,430,519.0,18970.0,Moderate,"(365.0, 479.75]"
74043,MI,Female,411.0,0,1,87,13,12.0,199,230.0,244,272.0,9491.0,Low,"(-0.001, 287.0]"
114438,OK,Male,498.0,0,2,56,11,20.0,284,304.0,274,315.0,9667.0,Low,"(-0.001, 287.0]"
122046,TX,Female,716.0,1,11,40,20,25.0,291,438.0,351,454.0,23868.0,Moderate,"(287.0, 365.0]"
69122,MI,Male,732.0,1,2,73,10,13.0,404,431.0,434,481.0,15554.0,Moderate,"(365.0, 479.75]"
118739,TX,Male,1155.0,0,5,43,12,15.0,684,695.0,728,750.0,22931.0,Moderate,"(479.75, 1311.0]"
68148,MI,Female,245.0,0,2,62,9,10.0,189,176.0,246,224.0,8638.0,Low,"(-0.001, 287.0]"
22644,SC,Female,489.0,1,0,83,9,21.0,191,221.0,244,277.0,8579.0,Low,"(-0.001, 287.0]"
87239,MT,Male,590.0,0,0,68,8,7.0,292,341.0,333,362.0,11338.0,Low,"(287.0, 365.0]"
108447,LA,Female,764.0,0,4,70,6,10.0,354,362.0,383,401.0,12713.0,Low,"(365.0, 479.75]"
49860,Tennessee,Female,670.0,0,4,68,4,4.0,318,358.0,354,386.0,12457.0,Low,"(287.0, 365.0]"
88662,IL,Male,1000.0,0,7,72,8,12.0,453,463.0,458,478.0,15134.0,Moderate,"(365.0, 479.75]"
59225,IN,Female,519.0,0,0,82,5,10.0,314,357.0,349,381.0,12167.0,Low,"(287.0, 365.0]"
190377,FL,Female,720.0,1,10,21,17,24.0,364,416.0,450,521.0,18273.0,Moderate,"(365.0, 479.75]"
151695,CA,Male,2498.0,71,7,55,25,35.0,518,550.0,570,606.0,18830.0,Moderate,"(479.75, 1311.0]"
146301,ID,Female,887.0,6,2,43,9,17.0,337,459.0,433,531.0,21539.0,Moderate,"(365.0, 479.75]"
27944,GA,Female,687.0,0,1,57,13,33.0,379,403.0,360,380.0,12223.0,Moderate,"(287.0, 365.0]"
172801,CA,Male,710.0,2,4,79,13,10.0,236,388.0,313,400.0,12318.0,Moderate,"(287.0, 365.0]"
78179,WI,Male,708.0,0,0,86,22,10.0,358,370.0,384,414.0,14051.0,Low,"(365.0, 479.75]"
121755,TX,Male,1364.0,22,11,34,15,15.0,634,673.0,768,811.0,42549.0,Moderate,"(479.75, 1311.0]"
147747,CA,Female,3005.0,87,32,35,9,13.0,348,385.0,455,503.0,18396.0,Moderate,"(365.0, 479.75]"
3685,WA,Female,827.0,1,9,47,10,15.0,277,328.0,309,371.0,12751.0,Low,"(287.0, 365.0]"
128934,TX,Female,725.0,0,14,53,15,20.0,334,354.0,418,432.0,14447.0,Low,"(365.0, 479.75]"
18038,NC,Female,548.0,7,0,83,12,16.0,197,246.0,259,300.0,10044.0,Low,"(-0.001, 287.0]"
180272,WA,Female,1055.0,6,5,49,14,20.0,319,379.0,375,421.0,16161.0,Moderate,"(365.0, 479.75]"
164986,CA,Female,3142.0,95,8,69,12,15.0,658,770.0,675,768.0,23169.0,High,"(479.75, 1311.0]"
65117,MI,Female,479.0,1,2,75,5,10.0,280,304.0,333,350.0,10986.0,Low,"(287.0, 365.0]"
93995,IL,Female,2172.0,54,9,54,3,10.0,427,625.0,561,805.0,34738.0,Moderate,"(479.75, 1311.0]"
84097,MN,Female,3410.0,80,3,62,25,25.0,710,941.0,775,932.0,47973.0,High,"(479.75, 1311.0]"
116267,TX,Female,1088.0,3,2,52,15,20.0,421,514.0,511,557.0,21558.0,Moderate,"(479.75, 1311.0]"
153898,CA,Female,875.0,0,14,31,6,10.0,226,224.0,254,254.0,7095.0,Low,"(-0.001, 287.0]"
161627,CA,Male,883.0,1,8,63,4,21.0,247,272.0,310,336.0,11712.0,Low,"(287.0, 365.0]"
22337,NC,Female,514.0,0,1,73,9,10.0,239,289.0,276,322.0,11393.0,Low,"(-0.001, 287.0]"
7590,TX,Female,689.0,4,3,67,22,30.0,344,359.0,368,377.0,16348.0,Low,"(365.0, 479.75]"
108905,LA,Female,708.0,1,3,55,12,20.0,368,404.0,407,441.0,14303.0,Moderate,"(365.0, 479.75]"
100411,MO,Male,733.0,0,1,83,26,30.0,337,409.0,359,426.0,15662.0,Moderate,"(287.0, 365.0]"
103488,MO,Female,476.0,0,1,74,5,10.0,219,280.0,272,319.0,10966.0,Low,"(-0.001, 287.0]"
99410,MO,Female,2041.0,52,7,68,9,17.0,856,858.0,943,950.0,43661.0,High,"(479.75, 1311.0]"
43949,FL,Male,881.0,3,6,13,6,6.0,297,363.0,375,453.0,19104.0,Low,"(365.0, 479.75]"
87706,MT,Male,434.0,0,1,55,11,12.0,211,299.0,243,308.0,10350.0,Low,"(-0.001, 287.0]"
122217,TX,Female,1150.0,0,36,35,7,5.0,196,212.0,245,270.0,14466.0,Low,"(-0.001, 287.0]"
29724,GA,Female,529.0,0,2,64,5,5.0,259,304.0,280,304.0,9796.0,Low,"(-0.001, 287.0]"
172214,CA,Female,1205.0,3,5,61,9,5.0,399,408.0,444,450.0,17611.0,Moderate,"(365.0, 479.75]"
106719,TX,Female,301.0,1,11,63,8,10.0,215,273.0,262,299.0,10813.0,Low,"(-0.001, 287.0]"
12932,Tennessee,Female,910.0,18,4,58,12,21.0,302,415.0,421,548.0,23312.0,Moderate,"(365.0, 479.75]"
190726,MD,Female,875.0,0,3,71,11,10.0,391,415.0,381,425.0,14468.0,Moderate,"(365.0, 479.75]"
127511,TX,Female,945.0,0,6,53,17,23.0,398,578.0,446,563.0,19790.0,Moderate,"(365.0, 479.75]"
56337,KY,Female,714.0,0,0,83,12,15.0,187,290.0,282,376.0,13679.0,Low,"(-0.001, 287.0]"
113692,OK,Male,763.0,1,4,29,5,8.0,316,334.0,378,398.0,12903.0,Low,"(365.0, 479.75]"
79850,WI,Male,515.0,3,1,81,5,10.0,258,276.0,302,327.0,11337.0,Low,"(287.0, 365.0]"
28796,GA,Male,448.0,1,1,88,8,10.0,192,241.0,254,299.0,9533.0,Low,"(-0.001, 287.0]"
131032,CO,Female,524.0,0,0,36,11,25.0,264,269.0,329,325.0,11359.0,Low,"(287.0, 365.0]"
86318,SD,Female,397.0,3,1,61,8,5.0,166,211.0,227,274.0,10630.0,Low,"(-0.001, 287.0]"
63725,IN,Male,637.0,1,1,76,25,25.0,286,316.0,335,371.0,13061.0,Low,"(287.0, 365.0]"
63572,IN,Female,778.0,5,0,71,5,12.0,377,422.0,447,527.0,17251.0,Moderate,"(365.0, 479.75]"
139663,NM,Female,1008.0,3,4,40,8,5.0,360,397.0,388,426.0,14990.0,Moderate,"(365.0, 479.75]"
104848,KS,Female,993.0,0,5,18,5,7.0,285,366.0,329,399.0,20996.0,Low,"(287.0, 365.0]"
150776,CA,Female,1149.0,0,22,56,6,8.0,222,263.0,250,273.0,9856.0,Low,"(-0.001, 287.0]"
43104,CA,Female,5000.0,92,18,31,5,9.0,498,700.0,632,782.0,35814.0,Moderate,"(479.75, 1311.0]"
162254,CA,Female,5564.0,99,9,54,19,35.0,839,860.0,860,892.0,32899.0,High,"(479.75, 1311.0]"
52902,Tennessee,Female,929.0,4,4,53,15,17.0,505,546.0,561,606.0,22435.0,Moderate,"(479.75, 1311.0]"
79213,WI,Male,575.0,0,0,89,8,12.0,318,341.0,379,414.0,12909.0,Low,"(365.0, 479.75]"
178432,WA,Female,1627.0,30,6,53,9,14.0,456,508.0,537,586.0,20311.0,Moderate,"(479.75, 1311.0]"
11267,MI,Female,428.0,0,1,85,6,6.0,208,243.0,268,293.0,10491.0,Low,"(-0.001, 287.0]"
129468,CO,Female,717.0,0,3,58,25,20.0,333,341.0,344,360.0,11669.0,Low,"(287.0, 365.0]"
54134,Tennessee,Male,452.0,0,0,79,5,10.0,193,256.0,230,270.0,9283.0,Low,"(-0.001, 287.0]"
162492,CA,Female,2625.0,93,10,65,12,10.0,513,533.0,517,523.0,15740.0,Moderate,"(479.75, 1311.0]"
13342,CA,Female,2113.0,58,7,63,9,5.0,422,450.0,502,532.0,19377.0,Moderate,"(479.75, 1311.0]"
169323,CA,Female,1104.0,1,18,57,2,3.0,266,275.0,323,319.0,9833.0,Low,"(287.0, 365.0]"
125444,TX,Male,362.0,0,9,85,7,10.0,208,217.0,238,255.0,7220.0,Low,"(-0.001, 287.0]"
70076,MI,Male,403.0,0,3,80,7,10.0,327,375.0,304,364.0,15337.0,Low,"(287.0, 365.0]"
4048,IL,Female,1014.0,15,45,40,11,17.0,262,273.0,306,350.0,10522.0,Low,"(287.0, 365.0]"
68669,MI,Female,732.0,0,6,70,9,15.0,377,478.0,396,453.0,14455.0,Moderate,"(365.0, 479.75]"
155943,CA,Male,1309.0,1,7,58,12,12.0,409,419.0,424,432.0,12004.0,Moderate,"(365.0, 479.75]"
40968,FL,Female,961.0,2,5,47,13,17.0,297,341.0,366,386.0,12625.0,Low,"(365.0, 479.75]"
101109,MO,Female,883.0,0,1,69,13,10.0,468,503.0,493,517.0,15167.0,Moderate,"(479.75, 1311.0]"
14279,CO,Male,1285.0,12,4,39,5,11.0,474,510.0,535,584.0,21521.0,Moderate,"(479.75, 1311.0]"
83887,MN,Female,889.0,0,3,69,16,17.0,272,398.0,341,450.0,14767.0,Moderate,"(287.0, 365.0]"
17089,NC,Female,609.0,0,0,95,6,5.0,257,338.0,299,323.0,10569.0,Low,"(287.0, 365.0]"
92183,IL,Female,1240.0,6,4,70,5,5.0,395,496.0,436,550.0,19153.0,Moderate,"(365.0, 479.75]"
65374,MI,Male,426.0,0,9,71,16,20.0,267,315.0,314,343.0,13836.0,Low,"(287.0, 365.0]"
27082,TX,Male,792.0,8,3,66,11,10.0,260,320.0,337,396.0,14354.0,Low,"(287.0, 365.0]"
108115,LA,Male,801.0,0,7,73,13,100.0,487,523.0,509,550.0,15880.0,Moderate,"(479.75, 1311.0]"
86278,SD,Male,554.0,0,2,58,7,9.0,294,319.0,287,344.0,10936.0,Low,"(-0.001, 287.0]"
87904,IL,Male,1141.0,1,4,74,8,21.0,453,498.0,481,536.0,17140.0,Moderate,"(479.75, 1311.0]"
5798,TX,U,872.0,1,1,63,79,50.0,534,548.0,594,607.0,19255.0,Moderate,"(479.75, 1311.0]"
115289,OK,Female,848.0,3,1,72,10,25.0,372,386.0,404,426.0,13972.0,Moderate,"(365.0, 479.75]"
186185,CO,Male,985.0,3,3,50,12,15.0,478,495.0,508,591.0,20164.0,Moderate,"(479.75, 1311.0]"
74589,MI,Female,795.0,7,8,71,9,12.0,442,475.0,557,627.0,22204.0,Moderate,"(479.75, 1311.0]"
65558,MI,Female,556.0,0,2,82,5,10.0,317,324.0,313,346.0,11613.0,Low,"(287.0, 365.0]"
22696,SC,Female,630.0,2,1,85,11,20.0,279,323.0,329,371.0,12137.0,Low,"(287.0, 365.0]"
387,IN,Female,789.0,0,5,72,5,5.0,413,430.0,425,447.0,14123.0,Moderate,"(365.0, 479.75]"
98033,IL,Female,152.0,0,0,80,14,20.0,152,200.0,204,267.0,9395.0,Low,"(-0.001, 287.0]"
110308,LA,Female,1384.0,19,2,53,8,15.0,554,643.0,667,749.0,27245.0,Moderate,"(479.75, 1311.0]"
3496,TX,Male,688.0,0,11,46,12,10.0,562,564.0,582,596.0,18272.0,Moderate,"(479.75, 1311.0]"
138262,Arizona,Female,569.0,0,9,38,5,5.0,156,158.0,187,202.0,7914.0,Low,"(-0.001, 287.0]"
80437,WI,Male,491.0,0,2,81,11,10.0,227,323.0,276,358.0,14229.0,Low,"(-0.001, 287.0]"
186580,TX,Female,651.0,2,1,70,8,5.0,197,250.0,252,284.0,9858.0,Low,"(-0.001, 287.0]"
8863,FL,Male,1307.0,17,13,19,18,40.0,310,381.0,383,450.0,23204.0,Moderate,"(365.0, 479.75]"
120734,TX,Female,241.0,0,3,85,8,5.0,164,241.0,231,290.0,9397.0,Low,"(-0.001, 287.0]"
149414,CA,Female,4240.0,95,26,38,8,9.0,714,814.0,830,919.0,49256.0,High,"(479.75, 1311.0]"
79900,WI,Female,617.0,0,2,75,24,50.0,221,247.0,249,289.0,9366.0,Low,"(-0.001, 287.0]"
154158,CA,Female,838.0,5,50,42,6,7.0,163,176.0,235,241.0,6653.0,Low,"(-0.001, 287.0]"
23146,SC,Male,688.0,0,1,64,9,5.0,402,432.0,442,475.0,16158.0,Moderate,"(365.0, 479.75]"
1617,CA,Female,5970.0,98,24,34,10,15.0,1386,1496.0,1208,1273.0,62822.0,Very High,"(479.75, 1311.0]"
68022,MI,Female,435.0,0,0,62,10,15.0,304,322.0,325,365.0,12197.0,Low,"(287.0, 365.0]"
44705,FL,Female,677.0,2,7,8,9,15.0,242,261.0,282,302.0,13521.0,Low,"(-0.001, 287.0]"
49943,FL,Male,980.0,12,8,13,11,10.0,335,387.0,381,435.0,14977.0,Moderate,"(365.0, 479.75]"
24152,SC,Male,788.0,4,2,47,6,8.0,225,275.0,299,343.0,12754.0,Low,"(287.0, 365.0]"
136645,Arizona,U,950.0,17,33,11,9,10.0,199,371.0,361,433.0,21071.0,Low,"(287.0, 365.0]"
58597,KY,Male,295.0,0,1,81,25,50.0,155,161.0,199,223.0,8290.0,Low,"(-0.001, 287.0]"
165628,CA,Male,1831.0,31,22,41,5,5.0,280,324.0,313,380.0,13119.0,Low,"(287.0, 365.0]"
45201,FL,Male,817.0,13,6,9,7,11.0,282,288.0,413,473.0,36395.0,Low,"(365.0, 479.75]"
34735,FL,Female,838.0,1,8,22,15,20.0,354,374.0,402,437.0,17115.0,Low,"(365.0, 479.75]"
6845,ID,Female,551.0,0,1,56,16,20.0,232,297.0,252,310.0,11759.0,Low,"(-0.001, 287.0]"
181799,WA,Male,2049.0,51,5,43,25,35.0,442,448.0,573,626.0,24413.0,Moderate,"(479.75, 1311.0]"
88153,IL,Female,1380.0,11,17,73,8,13.0,385,449.0,417,485.0,16768.0,Moderate,"(365.0, 479.75]"
92514,IL,Female,1499.0,32,2,71,9,15.0,408,419.0,444,479.0,15991.0,Moderate,"(365.0, 479.75]"
183954,WA,Male,507.0,0,1,59,11,10.0,243,335.0,265,326.0,10337.0,Low,"(-0.001, 287.0]"
141134,NV,Male,603.0,1,9,9,6,9.0,199,261.0,233,280.0,12768.0,Low,"(-0.001, 287.0]"
66532,MI,Male,407.0,0,3,75,5,2.0,318,324.0,383,399.0,12183.0,Low,"(365.0, 479.75]"
7924,TX,Female,471.0,1,2,80,9,12.0,230,268.0,273,302.0,10209.0,Low,"(-0.001, 287.0]"
27890,GA,Female,929.0,8,2,61,7,10.0,403,420.0,418,467.0,15864.0,Moderate,"(365.0, 479.75]"
58649,KY,Female,521.0,0,0,87,8,10.0,258,330.0,315,371.0,13218.0,Low,"(287.0, 365.0]"
47371,AL,Female,288.0,0,0,96,5,5.0,129,164.0,131,167.0,7079.0,Low,"(-0.001, 287.0]"
26887,GA,Female,914.0,1,3,30,25,30.0,522,542.0,540,560.0,17163.0,Moderate,"(479.75, 1311.0]"
80577,WI,Female,466.0,0,2,78,11,10.0,270,309.0,318,354.0,11581.0,Low,"(287.0, 365.0]"
61933,IN,Male,534.0,2,5,70,20,20.0,292,306.0,363,388.0,13534.0,Low,"(287.0, 365.0]"
174358,OR,Male,1550.0,24,8,39,17,10.0,456,613.0,549,709.0,22772.0,Moderate,"(479.75, 1311.0]"
133555,ID,Female,575.0,0,5,58,15,21.0,231,245.0,248,269.0,9659.0,Low,"(-0.001, 287.0]"
82457,MN,Female,687.0,0,6,73,4,5.0,230,219.0,261,267.0,11087.0,Low,"(-0.001, 287.0]"
23065,SC,Female,810.0,1,3,53,12,20.0,408,421.0,455,469.0,15766.0,Moderate,"(365.0, 479.75]"
88856,IL,Female,2347.0,68,13,63,3,4.0,615,736.0,786,870.0,61923.0,Moderate,"(479.75, 1311.0]"
168393,CA,Male,2298.0,72,21,51,25,25.0,290,302.0,308,322.0,13270.0,Low,"(287.0, 365.0]"
143936,CA,Male,4956.0,95,15,31,32,55.0,805,1081.0,861,1058.0,64234.0,High,"(479.75, 1311.0]"
86436,ND,Male,857.0,0,0,62,5,5.0,245,282.0,275,320.0,12951.0,Low,"(-0.001, 287.0]"
138311,AZ,Female,1708.0,36,7,19,9,20.0,437,586.0,551,684.0,29098.0,Moderate,"(479.75, 1311.0]"
123469,TX,Male,561.0,1,5,68,5,5.0,493,529.0,506,540.0,16623.0,Moderate,"(479.75, 1311.0]"
135341,AZ,Female,700.0,0,9,12,12,12.0,205,221.0,276,295.0,12713.0,Low,"(-0.001, 287.0]"
33284,FL,Male,696.0,1,1,65,22,20.0,303,339.0,323,369.0,11637.0,Low,"(287.0, 365.0]"
180837,WA,Male,1039.0,4,2,58,25,50.0,279,376.0,338,435.0,15485.0,Moderate,"(287.0, 365.0]"
37747,FL,Male,1909.0,45,32,34,13,18.0,473,688.0,648,779.0,25255.0,Moderate,"(479.75, 1311.0]"
108983,LA,Male,535.0,0,0,92,12,17.0,165,154.0,200,199.0,7220.0,Low,"(-0.001, 287.0]"
34591,FL,Male,835.0,0,7,20,19,23.0,413,414.0,429,410.0,14004.0,Moderate,"(365.0, 479.75]"
100691,MO,Male,553.0,0,1,76,4,5.0,196,193.0,236,236.0,9705.0,Low,"(-0.001, 287.0]"
95347,IL,Male,652.0,0,1,72,8,7.0,247,354.0,306,381.0,13469.0,Low,"(287.0, 365.0]"
14717,CO,Female,1125.0,0,3,26,6,15.0,205,138.0,281,131.0,21600.0,Low,"(-0.001, 287.0]"
63612,IN,Female,416.0,0,0,76,13,18.0,209,221.0,229,243.0,10117.0,Low,"(-0.001, 287.0]"
21097,NC,Male,623.0,0,2,53,15,25.0,273,300.0,293,319.0,10923.0,Low,"(287.0, 365.0]"
178598,WA,Female,1516.0,16,17,44,4,4.0,519,555.0,527,548.0,20117.0,Moderate,"(479.75, 1311.0]"
81630,WI,Female,182.0,0,2,59,4,12.0,78,181.0,126,209.0,8279.0,Low,"(-0.001, 287.0]"
57087,KY,Male,821.0,1,1,80,11,15.0,259,298.0,304,334.0,10613.0,Low,"(287.0, 365.0]"
81985,WI,Male,486.0,0,0,83,7,14.0,274,327.0,289,336.0,11085.0,Low,"(287.0, 365.0]"
148795,CA,Male,2259.0,71,18,48,6,10.0,557,567.0,600,603.0,18914.0,Moderate,"(479.75, 1311.0]"
78778,WI,Male,659.0,0,9,83,13,21.0,315,365.0,356,399.0,14721.0,Low,"(287.0, 365.0]"
121256,TX,Male,423.0,0,6,73,9,15.0,294,323.0,322,360.0,10114.0,Low,"(287.0, 365.0]"
177041,OR,Female,661.0,3,1,47,12,15.0,259,286.0,292,327.0,11461.0,Low,"(287.0, 365.0]"
141209,CO,Male,660.0,0,10,43,15,10.0,203,238.0,223,262.0,12060.0,Low,"(-0.001, 287.0]"
75346,IA,Male,349.0,0,4,76,8,15.0,228,308.0,259,311.0,10584.0,Low,"(-0.001, 287.0]"
187318,NC,Female,550.0,1,2,79,12,18.0,249,356.0,293,360.0,12591.0,Low,"(287.0, 365.0]"
22119,NC,Male,508.0,5,0,74,9,10.0,193,224.0,245,280.0,9443.0,Low,"(-0.001, 287.0]"
22149,NC,Male,639.0,2,1,77,9,20.0,228,269.0,289,333.0,12224.0,Low,"(287.0, 365.0]"
32622,FL,Male,533.0,4,3,25,23,47.0,201,230.0,256,286.0,10597.0,Low,"(-0.001, 287.0]"
76758,IA,Female,275.0,0,0,89,5,10.0,282,319.0,288,331.0,11044.0,Low,"(287.0, 365.0]"
161838,CA,Female,1953.0,47,25,43,13,14.0,304,353.0,337,380.0,13811.0,Low,"(287.0, 365.0]"
70863,MI,Male,494.0,0,1,93,6,20.0,269,331.0,316,373.0,12815.0,Low,"(287.0, 365.0]"
143996,CA,Female,5951.0,99,25,36,7,10.0,1184,1330.0,1060,1093.0,80928.0,Very High,"(479.75, 1311.0]"
4314,IL,Female,678.0,1,0,63,5,6.0,267,288.0,352,370.0,11401.0,Low,"(287.0, 365.0]"
5835,MN,Female,404.0,0,1,88,10,30.0,256,295.0,304,347.0,11126.0,Low,"(287.0, 365.0]"
3891,TX,Female,283.0,0,0,60,19,25.0,212,291.0,288,333.0,9043.0,Low,"(287.0, 365.0]"
87775,IL,Female,1554.0,25,6,77,14,20.0,615,663.0,689,737.0,22600.0,Moderate,"(479.75, 1311.0]"
9727,CA,Female,5908.0,98,8,48,81,25.0,1122,1267.0,991,1088.0,81205.0,Very High,"(479.75, 1311.0]"
188841,NM,Female,848.0,1,6,30,16,10.0,219,288.0,299,390.0,14894.0,Low,"(287.0, 365.0]"
15046,NC,Female,595.0,0,0,85,2,10.0,289,346.0,330,381.0,13060.0,Low,"(287.0, 365.0]"
43781,FL,Male,1069.0,7,5,15,6,10.0,198,257.0,308,367.0,16759.0,Low,"(287.0, 365.0]"
182319,WA,Male,874.0,2,1,58,4,10.0,355,370.0,389,418.0,13393.0,Low,"(365.0, 479.75]"
130369,CO,Female,1017.0,0,1,47,18,50.0,496,510.0,537,554.0,21385.0,Moderate,"(479.75, 1311.0]"
147758,CA,Female,5643.0,98,7,36,13,25.0,772,939.0,828,971.0,55164.0,High,"(479.75, 1311.0]"
18761,NC,Female,714.0,0,4,60,9,15.0,425,434.0,419,432.0,13695.0,Moderate,"(365.0, 479.75]"
104234,MO,Male,915.0,1,0,60,9,18.0,506,513.0,559,561.0,18191.0,Moderate,"(479.75, 1311.0]"
30185,GA,Female,748.0,1,1,62,10,30.0,352,372.0,369,423.0,13998.0,Low,"(365.0, 479.75]"
30907,GA,Male,803.0,2,8,41,15,15.0,450,495.0,547,597.0,21132.0,Moderate,"(479.75, 1311.0]"
105371,KS,Female,208.0,0,0,79,17,20.0,201,242.0,255,296.0,11136.0,Low,"(-0.001, 287.0]"
57058,KY,Male,432.0,1,0,73,11,25.0,174,230.0,223,279.0,8763.0,Low,"(-0.001, 287.0]"
